DATE_SUBMITTED,siteZip,siteDieselAmount,siteDieselInterval,siteDieselUnit,siteDisplayName,siteElectricityAmount,siteElectricityInterval,siteElectricityUnit,siteGasolineAmount,siteGasolineInterval,siteGasolineUnit,siteHeatingOilAmount,siteHeatingOilInterval,siteHeatingOilUnit,siteNaturalGasAmount,siteNaturalGasInterval,siteNaturalGasUnit,sitePropaneAmount,sitePropaneInterval,sitePropaneUnit,siteTotalEmissions,fleetVehicles,fleetTotalEmissions,travelLongHaulPerEmp,travelMedHaulPerEmp,travelMethod,travelNumEmployeesTraveling,travelPercentLongHaulMiles,travelPercentMedHaulMiles,travelPercentShortHaulMiles,travelShortHaulPerEmp,travelTotalAnnMiles,travelUseRFI,travelTotalEmissions,commuteBusEmployees,commuteBusMileage,commuteCarEmployees,commuteCarMileage,commuteFerryEmployees,commuteFerryMileage,commuteTaxiEmployees,commuteTaxiMileage,commuteTrainEmployees,commuteTrainMileage,commuteTotalEmissions,shippingTrainDistance,shippingTrainShipments,shippingTrainWeight,shippingTruckDistance,shippingTruckShipments,shippingTruckWeight,shippingTotalEmissions,serverNumServers,serverZip,serverTotalEmissions,trees,email
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
